CGPA,Projects,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,label,Practical Experiences,I+P,I+W,P+W,Aptitude*SoftSkills,Internships less than 2,Workshops/Certifications less than 2
7.7,2,74,4.6,1,1,64,57,1,4,3,2,3,340.4,1,1
7.5,2,70,4.2,0,1,55,72,1,3,3,1,2,294.0,1,1
7.4,1,81,4.6,0,0,83,81,0,2,2,1,1,372.59999999999997,1,1
6.9,1,61,4.6,1,1,55,64,0,3,2,2,2,280.59999999999997,1,1
8.1,2,84,4.3,0,0,58,80,1,3,3,1,2,361.2,1,1
8.4,1,81,4.6,1,1,70,70,1,4,2,3,3,372.59999999999997,1,0
8.3,3,90,4.8,1,1,78,80,1,7,5,4,5,432.0,0,0
6.5,3,77,3.6,1,0,60,74,0,3,3,0,3,277.2,1,1
6.6,1,73,3.1,0,0,58,61,0,2,2,1,1,226.3,1,1
6.5,1,70,4.1,0,0,65,66,0,3,2,2,2,287.0,1,1
8.0,3,87,3.7,1,1,72,83,1,7,5,4,5,321.90000000000003,0,0
6.7,2,73,3.4,0,1,55,59,0,3,3,1,2,248.2,1,1
8.8,2,78,4.5,1,1,78,71,0,3,2,1,3,351.0,1,1
7.5,1,74,3.5,0,1,60,68,1,2,2,1,1,259.0,1,1
7.9,2,64,3.7,1,0,62,64,0,3,3,1,2,236.8,1,1
8.2,2,84,4.8,1,1,79,80,0,7,4,5,5,403.2,0,0
7.8,2,79,4.5,1,0,72,86,0,6,4,4,4,355.5,0,0
6.9,2,74,4.0,1,1,59,66,0,4,3,2,3,296.0,1,1
7.4,1,70,4.0,1,1,57,72,0,3,2,2,2,280.0,1,1
8.1,3,90,4.8,1,0,79,88,1,7,5,4,5,432.0,0,0
7.8,1,71,3.7,0,0,55,62,0,1,1,0,1,262.7,1,1
6.5,2,81,4.1,1,1,56,81,0,3,3,1,2,332.09999999999997,1,1
7.9,3,87,4.8,1,1,82,88,1,6,4,3,5,417.59999999999997,1,0
8.0,3,90,4.5,1,1,85,79,1,5,5,2,3,405.0,0,1
8.1,3,83,4.5,1,1,83,82,1,7,5,4,5,373.5,0,0
7.4,1,63,3.6,0,1,62,72,0,4,2,3,3,226.8,1,0
7.8,3,90,4.8,1,1,58,78,1,6,4,3,5,432.0,1,0
6.6,1,67,3.9,0,0,55,74,0,3,3,2,1,261.3,0,1
8.3,1,90,4.5,1,1,79,81,1,4,2,3,3,405.0,1,0
8.4,3,90,4.8,1,1,76,85,1,7,5,4,5,432.0,0,0
7.6,3,79,3.8,1,1,75,88,1,6,4,3,5,300.2,1,0
8.5,2,84,4.5,1,1,77,81,0,3,3,1,2,378.0,1,1
6.5,2,80,4.6,1,1,81,72,1,6,4,4,4,368.0,0,0
6.7,1,71,4.1,0,0,60,68,0,2,2,1,1,291.09999999999997,1,1
7.5,1,66,4.0,0,1,61,72,0,3,2,2,2,264.0,1,1
7.5,2,82,4.2,1,1,80,85,0,3,2,1,3,344.40000000000003,1,1
7.9,2,77,4.2,0,1,75,63,0,3,3,1,2,323.40000000000003,1,1
7.7,3,85,4.5,1,1,76,81,0,6,4,3,5,382.5,1,0
7.8,3,90,4.0,1,1,81,84,0,6,5,3,4,360.0,0,1
8.6,3,90,4.8,1,1,73,68,1,7,5,4,5,432.0,0,0
8.1,3,85,4.8,1,1,83,84,1,7,5,4,5,408.0,0,0
8.0,3,87,4.8,1,1,75,81,1,7,5,4,5,417.59999999999997,0,0
8.6,3,90,4.5,1,1,72,83,1,6,4,3,5,405.0,1,0
8.3,3,90,4.7,1,1,76,80,1,6,4,3,5,423.0,1,0
7.8,1,63,4.2,0,1,56,70,0,1,1,0,1,264.6,1,1
7.5,2,81,3.6,0,1,55,68,1,2,2,0,2,291.6,1,1
7.8,1,63,4.1,0,1,55,67,0,3,2,2,2,258.29999999999995,1,1
6.7,1,66,4.3,1,0,55,71,0,2,2,1,1,283.8,1,1
7.6,2,77,4.7,1,1,76,65,0,3,2,1,3,361.90000000000003,1,1
8.1,3,85,4.5,1,0,76,87,0,6,4,3,5,382.5,1,0
8.2,2,81,4.8,1,1,75,87,1,5,3,3,4,388.8,1,0
7.6,2,74,4.1,0,1,67,69,0,3,3,1,2,303.4,1,1
7.5,1,69,3.9,0,1,59,66,0,3,2,2,2,269.09999999999997,1,1
7.3,2,88,4.8,0,0,55,74,0,4,3,2,3,422.4,1,1
8.0,1,88,4.7,1,1,62,66,1,5,3,4,3,413.6,0,0
8.3,1,69,4.3,1,0,68,63,0,1,1,0,1,296.7,1,1
7.6,3,81,4.6,1,1,61,71,0,4,3,1,4,372.59999999999997,1,1
8.7,3,76,4.3,1,1,82,83,1,7,5,4,5,326.8,0,0
6.5,1,79,3.7,0,0,63,62,0,2,2,1,1,292.3,1,1
8.4,3,70,3.8,1,0,75,86,0,6,4,3,5,266.0,1,0
7.4,1,67,3.7,0,0,65,65,0,2,2,1,1,247.9,1,1
7.4,1,63,4.2,0,1,58,66,0,1,1,0,1,264.6,1,1
6.7,2,70,3.0,0,1,55,69,0,2,2,0,2,210.0,1,1
8.3,3,90,4.4,1,1,90,84,1,7,5,4,5,396.00000000000006,0,0
8.3,3,90,4.8,1,1,79,82,1,5,5,2,3,432.0,0,1
6.5,2,60,4.3,0,0,55,70,0,3,3,1,2,258.0,1,1
7.1,1,90,4.5,1,0,79,78,0,1,1,0,1,405.0,1,1
6.5,3,73,4.5,1,1,74,84,1,5,3,2,5,328.5,1,0
6.5,1,69,3.7,0,0,55,68,0,3,3,2,1,255.3,0,1
8.5,3,90,4.5,1,1,74,83,1,4,4,1,3,405.0,1,1
6.9,1,75,3.8,1,1,55,66,0,2,2,1,1,285.0,1,1
6.5,1,84,4.5,0,1,78,68,0,4,2,3,3,378.0,1,0
8.1,3,87,4.8,1,0,84,86,1,7,5,4,5,417.59999999999997,0,0
7.5,1,70,4.4,0,0,55,66,0,2,1,1,2,308.0,1,1
6.8,2,75,4.0,0,1,62,76,0,4,3,2,3,300.0,1,1
7.7,1,75,4.0,0,1,61,71,1,2,2,1,1,300.0,1,1
7.7,1,69,4.4,0,0,59,66,0,2,2,1,1,303.6,1,1
6.5,1,83,4.5,1,1,55,68,0,6,3,5,4,373.5,0,0
8.2,1,89,4.8,1,1,87,84,1,4,2,3,3,427.2,1,0
7.0,1,83,4.8,1,1,83,80,1,4,2,3,3,398.4,1,0
7.5,1,66,3.9,0,0,55,71,0,2,2,1,1,257.4,1,1
7.3,1,60,3.2,0,0,61,70,0,2,2,1,1,192.0,1,1
7.4,1,86,4.5,1,1,69,86,0,2,2,1,1,387.0,1,1
6.7,3,86,4.8,1,1,75,80,1,5,4,2,4,412.8,1,1
8.4,3,90,4.8,1,1,79,87,1,6,4,3,5,432.0,1,0
8.2,2,81,4.4,0,1,55,62,0,3,3,1,2,356.40000000000003,1,1
8.2,1,90,4.6,1,1,74,79,1,5,3,4,3,413.99999999999994,0,0
8.1,2,77,3.8,1,1,84,62,0,2,2,0,2,292.59999999999997,1,1
7.7,2,80,3.5,1,1,79,84,0,3,3,1,2,280.0,1,1
7.4,2,74,4.5,0,1,70,68,1,3,3,1,2,333.0,1,1
8.4,3,90,4.8,1,1,80,80,1,7,5,4,5,432.0,0,0
7.6,2,75,3.6,0,0,56,70,0,2,2,0,2,270.0,1,1
7.7,2,81,4.4,0,1,75,83,0,3,3,1,2,356.40000000000003,1,1
7.4,3,79,4.7,1,0,87,84,1,7,5,4,5,371.3,0,0
7.7,2,80,4.0,0,1,57,67,0,3,3,1,2,320.0,1,1
7.6,2,84,4.0,1,1,70,86,1,2,2,0,2,336.0,1,1
8.5,3,90,4.7,1,1,69,86,1,6,4,3,5,423.0,1,0
7.5,2,81,4.1,0,0,63,64,0,2,2,0,2,332.09999999999997,1,1
7.4,1,73,4.2,1,0,66,87,0,3,2,2,2,306.6,1,1
6.5,1,73,4.0,1,0,59,67,1,2,2,1,1,292.0,1,1
8.3,1,75,3.9,0,0,55,64,0,5,3,4,3,292.5,0,0
7.4,2,73,4.2,0,0,55,61,0,3,3,1,2,306.6,1,1
7.6,1,75,4.2,1,0,55,59,0,1,1,0,1,315.0,1,1
7.5,1,71,3.7,0,1,73,71,0,2,2,1,1,262.7,1,1
7.6,2,70,3.8,0,1,63,69,0,2,2,0,2,266.0,1,1
8.1,2,90,4.5,0,0,70,61,0,3,3,1,2,405.0,1,1
7.5,1,80,4.1,1,1,73,69,0,3,2,2,2,328.0,1,1
8.5,2,87,4.3,1,1,72,83,1,3,3,1,2,374.09999999999997,1,1
6.5,1,69,3.9,0,0,55,62,0,2,1,1,2,269.09999999999997,1,1
6.9,2,70,4.8,1,1,78,88,0,3,3,1,2,336.0,1,1
8.4,3,84,4.7,1,0,85,85,0,7,5,4,5,394.8,0,0
7.6,2,76,4.5,1,1,80,85,1,5,3,3,4,342.0,1,0
7.7,1,81,4.6,0,1,76,68,0,2,2,1,1,372.59999999999997,1,1
8.0,2,90,4.7,1,1,77,88,0,5,3,3,4,423.0,1,0
8.3,3,90,4.8,1,1,86,85,1,7,5,4,5,432.0,0,0
7.5,1,61,3.9,0,0,55,74,0,2,2,1,1,237.9,1,1
8.3,3,89,3.4,1,1,77,85,1,6,4,3,5,302.59999999999997,1,0
8.2,3,87,4.8,1,1,83,83,1,7,5,4,5,417.59999999999997,0,0
8.5,1,78,4.5,0,1,58,73,0,4,2,3,3,351.0,1,0
7.7,2,74,4.2,0,1,55,71,0,2,2,0,2,310.8,1,1
8.4,3,80,4.5,1,1,71,64,0,6,4,3,5,360.0,1,0
8.6,1,90,4.7,1,1,87,66,1,4,2,3,3,423.0,1,0
7.3,2,86,4.8,1,1,74,86,1,4,2,2,4,412.8,1,0
8.3,3,89,4.8,1,1,74,74,1,6,3,3,6,427.2,1,0
6.5,1,66,3.9,0,0,55,73,0,2,2,1,1,257.4,1,1
6.8,1,72,4.2,0,0,55,69,0,1,1,0,1,302.40000000000003,1,1
8.3,3,90,4.5,1,1,74,83,1,5,3,2,5,405.0,1,0
8.5,2,81,4.4,1,1,79,75,1,3,3,1,2,356.40000000000003,1,1
7.9,3,83,4.5,1,1,72,84,0,7,5,4,5,373.5,0,0
8.1,1,70,4.3,1,1,76,69,0,2,2,1,1,301.0,1,1
7.5,2,70,4.1,0,1,55,67,0,2,2,0,2,287.0,1,1
8.4,3,90,4.8,1,1,72,84,1,7,5,4,5,432.0,0,0
6.7,1,78,4.4,0,1,56,62,0,3,3,2,1,343.20000000000005,0,1
6.5,1,75,3.8,0,1,56,64,0,3,2,2,2,285.0,1,1
6.5,2,71,4.0,1,1,75,74,0,3,3,1,2,284.0,1,1
7.7,3,88,4.5,1,1,79,70,0,6,4,3,5,396.0,1,0
7.3,3,82,3.8,0,0,84,62,0,4,3,1,4,311.59999999999997,1,1
7.6,1,72,3.7,0,0,55,61,0,3,1,2,3,266.40000000000003,1,0
6.8,1,73,3.9,0,1,78,67,0,3,2,2,2,284.7,1,1
7.6,2,81,4.6,1,1,73,82,0,6,3,4,5,372.59999999999997,1,0
6.5,2,61,4.0,0,0,56,61,0,3,3,1,2,244.0,1,1
6.9,1,74,4.1,0,1,55,61,0,3,2,2,2,303.4,1,1
6.8,1,74,4.3,0,1,59,67,1,2,2,1,1,318.2,1,1
7.4,1,82,4.7,1,1,84,87,0,2,2,1,1,385.40000000000003,1,1
8.2,3,90,3.9,1,1,76,82,1,6,5,3,4,351.0,0,1
7.9,2,81,4.5,1,1,74,87,0,2,2,0,2,364.5,1,1
6.7,2,81,4.5,1,1,71,83,1,4,3,2,3,364.5,1,1
8.2,1,71,4.4,1,1,77,68,0,2,2,1,1,312.40000000000003,1,1
7.6,1,71,3.8,0,0,62,71,0,3,2,2,2,269.8,1,1
7.3,3,71,4.5,0,0,58,70,0,4,4,1,3,319.5,1,1
8.3,1,75,4.8,0,0,56,65,0,3,2,2,2,360.0,1,1
7.4,1,80,4.2,1,1,75,65,1,3,2,2,2,336.0,1,1
7.5,3,73,4.5,1,0,68,83,0,3,3,0,3,328.5,1,1
7.6,2,69,4.2,0,0,63,60,0,4,3,2,3,289.8,1,1
7.5,2,85,4.8,0,1,61,84,0,4,3,2,3,408.0,1,1
8.4,1,76,4.6,1,1,74,85,0,4,2,3,3,349.59999999999997,1,0
8.5,3,90,4.8,1,1,85,88,1,7,5,4,5,432.0,0,0
6.8,1,74,4.0,1,0,62,83,0,2,2,1,1,296.0,1,1
6.5,3,76,4.6,1,1,74,76,1,5,4,2,4,349.59999999999997,1,1
8.0,2,78,4.8,0,1,79,70,0,3,3,1,2,374.4,1,1
6.6,1,85,4.1,1,1,80,85,0,3,2,2,2,348.49999999999994,1,1
7.7,1,83,4.5,1,1,71,82,1,4,2,3,3,373.5,1,0
8.3,3,84,4.6,1,1,71,80,1,4,4,1,3,386.4,1,1
6.5,2,84,4.7,1,1,77,72,0,4,3,2,3,394.8,1,1
7.6,2,84,4.4,0,1,55,69,0,2,2,0,2,369.6,1,1
8.2,2,69,4.0,1,0,58,63,0,5,3,3,4,276.0,1,0
6.5,2,81,3.5,0,1,62,63,1,3,3,1,2,283.5,1,1
8.8,2,76,4.2,1,0,61,67,0,3,3,1,2,319.2,1,1
8.3,2,78,4.6,1,1,74,60,0,3,3,1,2,358.79999999999995,1,1
8.5,3,90,4.8,1,1,84,81,1,6,4,3,5,432.0,1,0
8.6,3,90,4.6,1,1,88,85,1,6,4,3,5,413.99999999999994,1,0
8.2,3,90,4.7,1,0,81,87,1,7,5,4,5,423.0,0,0
7.5,1,82,4.1,1,1,58,69,0,1,1,0,1,336.2,1,1
8.3,3,90,4.8,1,1,75,86,1,5,5,2,3,432.0,0,1
7.7,1,79,3.9,0,1,56,66,0,4,2,3,3,308.09999999999997,1,0
7.4,1,73,4.8,1,1,61,69,0,3,2,2,2,350.4,1,1
8.3,2,70,4.8,1,1,87,85,1,4,3,2,3,336.0,1,1
6.6,1,64,4.6,1,1,64,71,0,2,1,1,2,294.4,1,1
6.6,3,90,4.4,0,1,55,71,0,4,3,1,4,396.00000000000006,1,1
7.7,3,74,4.3,1,1,78,65,0,4,3,1,4,318.2,1,1
7.4,1,80,3.4,0,0,55,63,0,2,2,1,1,272.0,1,1
8.4,3,90,4.8,1,1,76,86,1,7,4,4,6,432.0,1,0
8.7,1,85,3.8,1,1,71,69,0,2,2,1,1,323.0,1,1
8.4,2,82,4.5,1,1,76,85,0,3,3,1,2,369.0,1,1
8.0,2,80,4.7,1,1,70,81,0,4,3,2,3,376.0,1,1
7.5,1,70,3.9,0,1,55,69,0,2,1,1,2,273.0,1,1
6.7,1,76,3.9,0,1,55,65,0,2,1,1,2,296.4,1,1
8.4,3,83,4.4,1,1,77,79,0,6,5,3,4,365.20000000000005,0,1
8.0,3,79,4.3,1,1,79,78,0,4,4,1,3,339.7,1,1
8.7,3,82,4.1,1,1,72,79,1,5,5,2,3,336.2,0,1
7.5,2,79,4.4,1,0,62,69,0,3,3,1,2,347.6,1,1
7.4,2,82,3.9,0,1,55,70,0,4,3,2,3,319.8,1,1
7.7,2,77,4.1,0,0,65,69,0,2,2,0,2,315.7,1,1
7.5,3,74,4.8,1,1,76,71,0,4,3,1,4,355.2,1,1
8.4,3,90,4.8,1,1,78,66,1,3,3,0,3,432.0,1,1
7.5,1,60,4.8,1,1,75,70,0,3,2,2,2,288.0,1,1
7.5,1,67,4.1,0,0,57,67,0,2,2,1,1,274.7,1,1
6.5,2,69,4.3,0,0,55,61,0,4,3,2,3,296.7,1,1
8.4,1,80,4.0,1,1,62,85,1,3,1,2,3,320.0,1,0
7.7,3,84,4.2,1,1,72,79,0,8,5,5,6,352.8,0,0
6.8,1,60,3.9,0,0,67,61,0,1,1,0,1,234.0,1,1
7.4,3,75,4.6,0,0,78,86,0,4,4,1,3,345.0,1,1
8.1,1,84,3.7,1,0,64,64,0,2,2,1,1,310.8,1,1
8.5,2,77,4.8,1,1,66,85,0,6,3,4,5,369.59999999999997,1,0
8.3,2,75,3.8,0,1,55,67,0,3,3,1,2,285.0,1,1
6.6,3,79,3.2,0,1,62,69,0,5,4,2,4,252.8,1,1
8.6,3,90,4.8,1,1,85,81,1,7,5,4,5,432.0,0,0
8.1,3,87,4.5,1,1,81,88,1,6,4,3,5,391.5,1,0
8.4,1,74,3.8,1,0,69,76,0,3,2,2,2,281.2,1,1
8.1,3,78,3.7,1,1,73,83,1,6,4,3,5,288.6,1,0
8.1,3,87,4.1,0,1,78,85,1,4,4,1,3,356.7,1,1
8.0,3,90,4.8,1,1,77,88,1,6,4,3,5,432.0,1,0
7.4,1,80,4.2,0,0,55,69,0,2,1,1,2,336.0,1,1
8.4,3,86,4.0,1,1,85,67,0,4,3,1,4,344.0,1,1
7.3,1,74,4.0,0,0,69,73,0,3,1,2,3,296.0,1,0
6.7,1,81,4.1,0,0,64,72,0,3,2,2,2,332.09999999999997,1,1
6.5,2,72,3.0,0,1,59,76,0,3,2,1,3,216.0,1,1
7.9,1,70,4.7,0,0,61,63,0,4,3,3,2,329.0,0,1
7.4,1,60,4.2,0,1,55,65,0,2,2,1,1,252.0,1,1
7.3,1,71,4.4,0,1,69,72,0,3,2,2,2,312.40000000000003,1,1
6.5,1,66,4.2,0,0,78,62,0,2,2,1,1,277.2,1,1
8.5,3,90,4.8,1,1,83,85,1,7,5,4,5,432.0,0,0
7.5,1,82,4.1,0,0,76,70,0,2,2,1,1,336.2,1,1
6.9,3,81,4.6,1,1,62,76,1,4,4,1,3,372.59999999999997,1,1
8.6,3,90,4.8,1,1,72,86,1,7,5,4,5,432.0,0,0
8.5,3,84,4.4,1,1,87,84,1,6,5,3,4,369.6,0,1
8.5,3,85,4.7,1,1,78,68,1,7,5,4,5,399.5,0,0
8.1,2,86,4.8,1,1,69,85,1,4,3,2,3,412.8,1,1
6.6,3,85,4.1,0,0,74,69,0,6,5,3,4,348.49999999999994,0,1
6.5,1,65,3.0,0,0,61,79,0,3,2,2,2,195.0,1,1
7.5,2,73,3.5,0,1,55,66,0,6,3,4,5,255.5,1,0
7.4,1,79,4.4,1,1,66,65,0,3,2,2,2,347.6,1,1
7.2,1,61,4.4,0,1,57,77,0,2,2,1,1,268.40000000000003,1,1
8.4,1,79,4.1,0,0,59,66,0,3,2,2,2,323.9,1,1
7.7,3,90,4.6,1,0,55,80,0,5,5,2,3,413.99999999999994,0,1
8.1,2,76,4.8,1,1,71,81,0,5,4,3,3,364.8,0,1
8.5,3,90,4.7,1,1,75,81,1,6,4,3,5,423.0,1,0
7.4,3,87,4.6,0,0,69,83,0,5,4,2,4,400.2,1,1
8.3,3,90,4.8,1,1,87,81,0,7,5,4,5,432.0,0,0
8.0,3,90,4.8,1,1,80,87,1,7,5,4,5,432.0,0,0
8.3,3,81,4.8,1,1,65,83,0,5,4,2,4,388.8,1,1
7.8,2,79,4.4,1,1,71,81,0,3,3,1,2,347.6,1,1
7.5,2,67,3.1,0,0,55,70,0,2,2,0,2,207.70000000000002,1,1
7.0,1,86,4.2,0,1,62,81,0,4,1,3,4,361.2,1,0
8.4,1,75,3.7,1,0,59,65,0,2,2,1,1,277.5,1,1
6.5,1,78,4.3,0,1,77,69,0,3,2,2,2,335.4,1,1
7.4,2,80,3.9,0,1,77,88,1,5,3,3,4,312.0,1,0
7.6,1,81,3.9,0,1,62,78,0,4,2,3,3,315.9,1,0
6.5,2,78,4.7,0,1,76,72,0,3,3,1,2,366.6,1,1
6.5,3,76,4.1,1,1,55,74,0,5,4,2,4,311.59999999999997,1,1
6.5,1,78,4.4,0,1,66,74,0,2,2,1,1,343.20000000000005,1,1
8.5,2,81,3.8,1,1,78,85,0,5,3,3,4,307.8,1,0
6.5,1,78,4.4,0,0,64,68,0,2,2,1,1,343.20000000000005,1,1
7.7,1,71,4.2,0,0,71,59,0,3,2,2,2,298.2,1,1
6.5,3,70,4.2,1,1,69,71,0,5,4,2,4,294.0,1,1
8.6,2,77,4.5,1,1,87,82,0,5,4,3,3,346.5,0,1
7.5,1,83,4.4,0,1,59,66,0,2,1,1,2,365.20000000000005,1,1
8.4,1,84,4.8,0,1,78,81,1,1,1,0,1,403.2,1,1
7.2,3,86,4.8,1,1,81,82,1,5,5,2,3,412.8,0,1
6.9,1,78,4.5,0,1,55,63,0,1,1,0,1,351.0,1,1
6.9,1,71,3.6,0,0,55,70,0,1,1,0,1,255.6,1,1
7.9,2,72,4.3,1,1,60,72,0,3,2,1,3,309.59999999999997,1,1
8.4,1,90,4.8,1,1,83,86,1,4,2,3,3,432.0,1,0
8.0,3,86,4.3,1,1,81,88,1,5,3,2,5,369.8,1,0
6.8,2,79,4.0,0,1,69,68,0,3,3,1,2,316.0,1,1
7.5,3,78,4.5,1,1,75,82,0,4,4,1,3,351.0,1,1
7.7,1,74,4.2,1,1,86,64,0,2,2,1,1,310.8,1,1
7.5,2,82,4.0,0,0,63,63,0,4,3,2,3,328.0,1,1
6.6,3,82,4.6,0,1,59,87,0,5,4,2,4,377.2,1,1
6.5,1,69,4.3,0,0,55,69,0,3,2,2,2,296.7,1,1
8.3,2,89,4.8,1,1,75,83,1,5,3,3,4,427.2,1,0
6.8,1,71,4.4,0,0,60,68,0,2,2,1,1,312.40000000000003,1,1
8.1,1,79,4.5,0,0,62,67,0,3,2,2,2,355.5,1,1
8.9,3,85,4.8,1,1,73,81,1,4,4,1,3,408.0,1,1
8.3,3,90,4.7,1,1,77,81,1,7,5,4,5,423.0,0,0
7.8,1,83,3.8,0,1,69,66,0,2,2,1,1,315.4,1,1
8.2,1,80,3.9,1,1,61,84,0,2,2,1,1,312.0,1,1
7.9,2,87,3.6,1,0,80,88,1,5,3,3,4,313.2,1,0
7.6,1,83,4.0,0,1,79,86,0,1,1,0,1,332.0,1,1
6.6,2,68,3.8,0,0,66,70,0,2,2,0,2,258.4,1,1
8.3,1,73,3.6,0,1,74,68,0,2,2,1,1,262.8,1,1
7.4,2,73,4.0,0,1,60,67,0,4,3,2,3,292.0,1,1
8.4,1,80,4.5,1,1,87,78,0,1,1,0,1,360.0,1,1
8.5,1,83,4.7,0,1,70,71,0,3,3,2,1,390.1,0,1
7.5,3,87,4.6,1,1,81,86,1,5,4,2,4,400.2,1,1
7.6,3,72,4.8,1,1,75,70,0,6,4,3,5,345.59999999999997,1,0
8.2,3,90,4.8,1,1,73,88,1,7,5,4,5,432.0,0,0
8.5,3,90,4.8,1,1,83,86,1,7,5,4,5,432.0,0,0
7.6,1,73,3.7,0,0,55,72,0,3,2,2,2,270.1,1,1
7.6,1,66,3.8,0,0,56,67,0,3,2,2,2,250.79999999999998,1,1
8.1,3,90,4.8,1,1,85,88,1,7,5,4,5,432.0,0,0
7.3,3,90,4.5,1,1,77,85,1,6,4,3,5,405.0,1,0
6.6,3,77,4.4,1,1,78,76,1,5,5,2,3,338.8,0,1
7.9,2,90,4.8,1,1,82,87,1,5,4,3,3,432.0,0,1
7.7,2,87,4.0,1,1,73,84,1,3,3,1,2,348.0,1,1
7.6,2,80,4.6,0,1,69,69,0,3,3,1,2,368.0,1,1
7.6,2,67,3.9,0,0,55,65,0,4,3,2,3,261.3,1,1
8.0,2,90,4.5,1,1,75,83,0,3,3,1,2,405.0,1,1
7.4,1,73,4.1,1,1,78,79,0,3,3,2,1,299.29999999999995,0,1
6.5,1,68,3.5,0,1,62,69,0,2,1,1,2,238.0,1,1
7.3,1,78,3.7,0,1,79,86,0,1,1,0,1,288.6,1,1
8.1,2,86,4.8,1,1,76,85,1,5,3,3,4,412.8,1,0
7.6,2,79,4.1,0,1,69,65,1,3,3,1,2,323.9,1,1
7.6,2,68,4.0,1,1,70,65,0,4,3,2,3,272.0,1,1
7.6,2,69,4.2,0,0,55,63,0,2,2,0,2,289.8,1,1
8.0,3,85,4.7,1,1,79,84,0,7,4,4,6,399.5,1,0
8.0,3,85,4.8,1,1,74,87,1,7,5,4,5,408.0,0,0
8.3,3,73,4.4,1,1,76,75,0,4,3,1,4,321.20000000000005,1,1
7.2,3,84,4.4,1,1,88,85,0,6,4,3,5,369.6,1,0
8.6,1,89,4.3,1,1,65,67,0,4,2,3,3,382.7,1,0
7.5,1,79,3.4,1,0,90,64,0,6,3,5,4,268.59999999999997,0,0
8.7,3,90,4.7,1,1,84,81,1,8,5,5,6,423.0,0,0
6.7,1,72,4.2,0,1,55,63,0,3,2,2,2,302.40000000000003,1,1
7.3,2,80,4.5,1,1,55,64,1,3,3,1,2,360.0,1,1
8.3,3,90,4.8,1,1,90,81,1,7,5,4,5,432.0,0,0
8.0,2,60,4.2,0,0,55,70,0,2,2,0,2,252.0,1,1
8.0,3,90,4.8,1,1,82,78,1,7,5,4,5,432.0,0,0
8.3,2,76,4.5,0,1,83,81,1,3,3,1,2,342.0,1,1
7.6,2,72,4.4,0,0,74,73,0,4,3,2,3,316.8,1,1
7.4,2,71,4.7,0,1,69,81,0,3,2,1,3,333.7,1,1
8.1,2,88,4.8,0,1,77,88,1,4,3,2,3,422.4,1,1
8.1,3,90,4.8,1,1,84,87,1,7,5,4,5,432.0,0,0
8.5,3,90,4.6,1,1,74,87,1,5,3,2,5,413.99999999999994,1,0
7.6,2,88,4.8,1,1,62,80,0,3,3,1,2,422.4,1,1
8.3,3,90,4.5,1,1,88,77,1,5,4,2,4,405.0,1,1
8.3,3,88,4.8,1,1,76,86,1,6,4,3,5,422.4,1,0
8.5,3,89,4.5,1,1,81,80,1,5,5,2,3,400.5,0,1
6.6,1,67,4.0,0,0,55,67,0,4,2,3,3,268.0,1,0
8.2,1,71,4.2,1,1,77,83,0,4,2,3,3,298.2,1,0
8.6,2,77,4.3,0,0,55,59,1,5,3,3,4,331.09999999999997,1,0
6.7,1,77,3.7,0,0,63,67,0,2,1,1,2,284.90000000000003,1,1
7.6,1,69,4.5,0,0,73,71,0,2,2,1,1,310.5,1,1
8.1,3,90,4.7,1,1,80,84,1,6,4,3,5,423.0,1,0
7.7,1,72,3.5,0,1,64,67,0,2,1,1,2,252.0,1,1
7.6,2,72,4.8,0,1,63,65,0,3,3,1,2,345.59999999999997,1,1
8.0,3,84,4.8,1,1,90,84,1,6,3,3,6,403.2,1,0
8.3,1,87,4.5,0,1,74,69,1,1,1,0,1,391.5,1,1
7.2,2,80,4.6,0,1,65,58,0,3,3,1,2,368.0,1,1
7.4,1,67,4.1,0,0,67,66,0,2,2,1,1,274.7,1,1
7.3,2,68,4.3,1,1,62,71,0,4,3,2,3,292.4,1,1
6.5,1,64,4.1,0,0,63,70,0,1,1,0,1,262.4,1,1
8.7,3,90,4.7,1,1,79,80,1,6,4,3,5,423.0,1,0
7.7,1,75,4.0,0,1,60,67,0,3,2,2,2,300.0,1,1
8.4,3,90,4.8,1,1,82,88,1,7,5,4,5,432.0,0,0
6.6,1,76,4.2,1,0,55,65,0,2,2,1,1,319.2,1,1
7.7,3,80,4.8,1,1,76,86,1,4,4,1,3,384.0,1,1
6.5,3,80,4.2,0,1,75,72,0,7,5,4,5,336.0,0,0
8.1,1,81,3.5,1,1,78,84,0,2,2,1,1,283.5,1,1
8.7,3,90,4.8,1,1,77,82,1,7,5,4,5,432.0,0,0
7.5,1,68,4.1,0,0,57,58,0,1,1,0,1,278.79999999999995,1,1
6.7,1,80,3.7,1,1,75,70,0,2,1,1,2,296.0,1,1
8.4,2,90,4.5,1,1,76,85,0,4,4,2,2,405.0,0,1
8.3,3,90,4.6,1,1,81,88,1,3,3,0,3,413.99999999999994,1,1
6.8,3,66,3.6,1,1,55,61,1,4,4,1,3,237.6,1,1
6.5,2,85,4.7,0,1,55,59,1,3,3,1,2,399.5,1,1
7.5,1,64,3.7,0,1,55,71,1,1,1,0,1,236.8,1,1
8.3,3,82,4.8,1,1,77,88,1,6,4,3,5,393.59999999999997,1,0
