StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,label
5691,8.1,1,1,1,77,4.1,Yes,Yes,62,75,1
5692,8.2,1,2,1,84,4.8,Yes,Yes,68,88,0
5693,8.1,2,2,0,83,4.7,Yes,Yes,78,86,1
5694,7.5,0,1,0,71,4.1,No,Yes,73,66,0
5695,8.3,0,1,2,85,4.7,Yes,Yes,83,68,1
5696,6.9,0,1,1,65,4.1,Yes,Yes,70,61,1
5697,8,1,3,2,90,4.7,Yes,Yes,74,84,1
5698,8.3,0,3,2,83,4.3,Yes,Yes,76,84,1
5699,8.4,2,3,1,73,4.2,No,Yes,75,86,0
5700,7.6,1,2,1,68,4.1,No,Yes,55,68,0
5701,8.1,1,2,0,83,4.1,Yes,No,66,66,0
5702,8.2,2,3,2,86,4.8,Yes,Yes,77,83,1
5703,6.5,1,1,1,76,4.1,No,Yes,55,58,0
5704,8.4,0,1,2,89,4.8,Yes,Yes,62,87,1
5705,8.1,2,3,2,90,4.8,Yes,Yes,83,84,1
5706,6.9,1,1,0,75,4.1,Yes,Yes,55,76,0
5707,7.6,0,1,1,66,4.2,Yes,Yes,55,67,0
5708,8.3,1,1,0,83,4,No,Yes,65,66,0
5709,8.3,1,1,1,72,4.7,Yes,Yes,66,71,0
5710,6.5,0,2,0,73,3.7,No,Yes,64,72,0
5711,6.5,1,1,0,80,3.8,No,Yes,64,69,0
5712,6.6,0,1,0,74,3.9,No,Yes,63,63,0
5713,7.6,1,1,0,84,4.1,Yes,Yes,72,72,0
5714,7.6,2,3,2,90,4.8,Yes,Yes,89,84,1
5715,6.6,0,2,0,75,3.9,No,Yes,55,69,1
5716,8.4,2,3,2,90,4.8,Yes,Yes,79,84,1
5717,6.5,0,2,0,80,4.2,No,No,57,71,0
5718,7.4,2,3,0,81,4.6,No,No,80,69,0
5719,7.7,0,1,1,70,3.6,No,Yes,55,68,0
5720,8.2,1,1,1,69,4.2,No,Yes,76,65,0
5721,6.5,1,1,1,83,4.2,No,No,58,76,0
5722,7,1,1,1,68,3.7,No,No,55,68,0
5723,8.7,2,3,2,90,4.8,Yes,Yes,80,79,1
5724,8.5,2,3,2,81,4.5,Yes,Yes,78,84,1
5725,7.4,1,1,1,73,3.6,No,Yes,59,64,0
5726,8.8,1,3,2,90,4.8,Yes,Yes,75,82,1
5727,7.4,0,1,0,65,4.2,No,No,55,70,0
5728,8.5,2,1,2,87,4.8,Yes,Yes,78,85,1
5729,8,2,3,2,90,4.8,Yes,Yes,77,86,1
5730,8.4,1,2,2,84,4.7,Yes,Yes,76,71,0
5731,8.1,2,3,2,87,4.6,No,Yes,73,85,1
5732,6.7,1,2,2,68,4.1,Yes,No,79,70,0
5733,7.6,1,3,2,90,4.8,Yes,Yes,85,80,1
5734,7.3,1,1,0,82,3.9,No,No,81,60,0
5735,7.9,1,1,0,75,4.3,No,No,75,75,1
5736,6.5,1,2,0,67,4.1,No,Yes,57,71,0
5737,7.7,1,1,0,70,4.4,Yes,Yes,65,70,0
5738,8.5,2,3,2,90,4.8,Yes,Yes,85,86,1
5739,8.2,1,2,0,71,4.7,No,Yes,68,66,0
5740,8.3,2,3,2,90,4.8,Yes,Yes,72,88,1
5741,8.2,2,3,2,90,4.4,Yes,Yes,88,87,1
5742,8.7,1,1,2,82,4.2,Yes,Yes,74,87,0
5743,7.6,1,1,0,82,3.7,No,Yes,55,67,0
5744,8.6,1,3,0,86,3.8,Yes,Yes,78,72,0
5745,7.4,1,1,1,79,4.3,No,No,61,76,0
5746,8.2,1,3,0,86,4.7,Yes,Yes,81,88,1
5747,7.6,1,1,0,71,3.3,No,Yes,64,72,0
5748,8.3,2,3,2,84,4.4,Yes,Yes,83,84,1
5749,7.8,1,3,0,81,4.3,Yes,Yes,76,82,1
5750,8.5,2,3,1,86,4.5,Yes,Yes,75,81,1
5751,8.1,1,1,1,67,3.8,No,No,59,57,0
5752,7.4,0,2,1,72,4.4,No,Yes,60,70,1
5753,8.1,1,3,0,69,3.9,No,No,82,69,0
5754,7.6,1,3,1,73,4.8,No,Yes,62,73,1
5755,7.8,2,1,0,70,3.5,No,No,70,66,0
5756,7.3,1,1,1,68,4.7,No,Yes,68,58,0
5757,8.6,1,3,2,72,4,Yes,Yes,80,64,1
5758,8.3,2,3,2,90,4.8,Yes,Yes,87,81,1
5759,7.9,1,2,0,90,4.1,Yes,Yes,77,78,1
5760,6.5,0,1,0,73,3.7,No,No,57,67,0
5761,7.7,0,1,0,66,4.2,Yes,Yes,56,69,0
5762,8.1,2,3,0,83,3.8,Yes,No,67,60,1
5763,7.7,2,1,1,80,4.7,No,No,56,65,0
5764,8,1,3,1,89,4.8,Yes,No,72,81,1
5765,7.8,1,3,0,75,4.2,Yes,Yes,82,82,1
5766,8.2,1,1,0,77,3.8,No,No,57,67,0
5767,8.5,1,3,1,84,4.8,Yes,Yes,73,84,1
5768,8.4,1,3,2,90,4.8,Yes,Yes,82,88,1
5769,8.2,2,3,2,90,4.8,Yes,Yes,70,86,0
5770,7.4,1,3,0,80,4.6,No,Yes,71,72,0
5771,6.6,1,1,0,82,3.9,Yes,No,73,78,0
5772,6.5,0,1,0,67,3.5,No,Yes,55,67,0
5773,7.7,2,2,2,90,4.8,Yes,Yes,81,88,1
5774,8.2,0,3,0,77,4,Yes,No,69,85,0
5775,8.1,2,3,1,85,4.8,Yes,Yes,74,84,1
5776,7.9,0,1,1,61,4.4,No,No,55,64,0
5777,7.7,1,1,0,64,3.8,No,No,60,68,0
5778,8.3,2,3,2,90,4.4,Yes,Yes,78,87,1
5779,7.4,2,1,1,80,4.1,Yes,No,55,71,0
5780,7.4,1,2,1,86,4.5,No,Yes,82,65,0
5781,7.7,1,2,0,71,4.4,No,Yes,59,74,0
5782,8.5,1,3,2,90,4.8,No,No,82,63,1
5783,7.7,1,1,2,76,4,No,Yes,59,62,1
5784,7.5,1,2,1,66,4,No,Yes,58,76,0
5785,8.2,2,3,2,87,4.8,Yes,Yes,74,87,1
5786,7.9,1,2,1,85,4.8,No,No,81,79,1
5787,7.5,0,1,1,72,4.6,Yes,Yes,55,64,0
5788,7.8,1,3,1,75,4.6,Yes,Yes,83,80,1
5789,7.6,1,2,1,87,4.3,No,No,60,80,0
5790,7.8,2,3,2,90,4.7,Yes,Yes,78,82,1
5791,8.3,2,3,3,90,4.8,Yes,Yes,76,77,1
5792,7,1,1,0,79,4.3,No,No,55,70,0
5793,6.6,1,1,0,73,3.9,No,Yes,55,61,0
5794,8.6,2,3,2,90,4.8,Yes,Yes,79,87,1
5795,8,2,3,0,90,4.8,No,Yes,65,86,0
5796,7.7,2,3,2,87,4.8,Yes,Yes,80,82,1
5797,8.2,0,3,0,81,4.2,Yes,Yes,68,85,1
5798,8.4,2,3,2,90,4.8,Yes,Yes,70,82,1
5799,6.5,0,1,0,76,4.7,No,Yes,59,68,0
5800,6.9,0,1,0,60,4.6,No,No,80,67,0
5801,8.1,2,3,2,90,4.8,Yes,Yes,89,84,1
5802,6.6,1,1,1,75,3.9,Yes,Yes,63,69,0
5803,7.9,1,1,2,87,4.2,No,Yes,80,75,0
5804,7.5,1,2,0,83,4.7,No,Yes,62,83,1
5805,8.6,0,3,3,90,4.8,Yes,Yes,70,84,1
5806,7.9,2,3,2,90,4.6,Yes,Yes,75,87,1
5807,7.5,0,2,0,70,3.5,Yes,Yes,80,76,1
5808,9,2,3,0,90,4.8,Yes,Yes,85,80,1
5809,7.9,0,3,2,80,4.7,Yes,Yes,77,83,1
5810,7.3,1,1,1,67,4.4,No,Yes,57,58,0
5811,7.9,0,3,1,86,4.6,Yes,Yes,76,88,1
5812,7,1,1,0,74,4.5,No,No,57,61,0
5813,7.1,1,1,3,75,4.4,Yes,Yes,74,82,0
5814,7.3,1,2,0,83,4.5,Yes,Yes,56,71,1
5815,8.4,0,3,2,88,4.3,Yes,Yes,84,84,1
5816,8.4,2,3,0,89,4.8,Yes,Yes,71,85,0
5817,7.9,0,2,0,69,4,No,Yes,57,73,0
5818,7.6,1,1,1,74,3.9,Yes,No,55,65,0
5819,8.2,0,2,2,86,4.5,Yes,No,78,65,0
5820,8.1,2,3,2,77,4.5,Yes,Yes,84,68,0
5821,7.6,1,1,1,70,4.4,No,No,58,63,0
5822,8.4,2,3,2,90,4.8,Yes,Yes,79,83,1
5823,8.6,2,3,2,87,4.7,Yes,Yes,86,84,1
5824,7.4,1,1,0,74,3.8,No,No,73,70,0
5825,7.6,1,1,1,71,4.2,No,No,64,71,0
5826,8,2,3,3,90,4.8,Yes,Yes,78,85,1
5827,6.5,1,2,0,67,3.9,No,No,55,67,0
5828,7.3,0,2,0,82,4.5,No,Yes,57,82,0
5829,8.3,0,1,1,72,3.8,No,No,58,67,0
5830,6.9,1,2,0,80,3.4,No,No,55,71,0
5831,7.5,0,2,1,70,3.8,Yes,Yes,78,87,1
5832,7.7,2,3,1,85,4.2,Yes,Yes,74,82,0
5833,7.7,1,2,1,61,3.7,No,Yes,55,63,0
5834,8,2,1,2,77,4.4,Yes,Yes,56,75,0
5835,6.8,1,3,0,61,4.3,No,No,59,68,0
5836,7.5,1,1,0,75,4.1,Yes,Yes,83,57,0
5837,7.6,1,1,0,84,4.2,Yes,Yes,62,64,0
5838,8.3,1,1,2,83,4,Yes,Yes,76,67,1
5839,8.3,2,1,2,83,4.4,Yes,Yes,59,86,0
5840,8.5,1,3,2,90,4.7,Yes,Yes,76,87,1
5841,6.5,1,1,0,70,4,No,Yes,59,71,0
5842,8.7,2,3,2,90,4.8,Yes,Yes,90,86,1
5843,6.7,0,1,1,78,4.3,No,No,60,66,0
5844,8.3,1,2,1,80,4.3,Yes,Yes,71,84,1
5845,7.4,1,1,1,70,4,No,No,56,67,0
5846,7.7,1,1,2,88,4.2,No,Yes,65,88,1
5847,7.4,1,1,1,72,4,No,No,55,69,0
5848,8.3,0,3,1,80,4.8,Yes,Yes,75,67,1
5849,8,2,2,2,88,4.4,No,No,75,80,0
5850,8.4,1,3,2,84,4.8,Yes,Yes,81,84,0
5851,7.7,1,3,2,86,4.7,Yes,Yes,69,88,1
5852,7.7,1,2,0,86,4.5,No,Yes,72,79,1
5853,7.8,1,2,2,85,4.3,No,Yes,68,78,1
5854,7.5,1,1,1,79,3.9,No,No,55,73,0
5855,7.5,2,1,1,78,4.3,No,Yes,55,71,0
5856,8.3,2,3,0,73,4.5,Yes,Yes,71,87,0
5857,8,0,3,0,88,4.4,Yes,Yes,78,83,0
5858,8,2,3,2,86,3.8,Yes,Yes,87,86,1
5859,8.5,2,3,0,85,4.5,Yes,Yes,86,84,1
5860,7.5,1,3,3,90,4.8,Yes,No,64,82,1
5861,8.1,2,3,2,90,3.8,Yes,Yes,90,77,1
5862,8.3,2,3,2,89,4.8,Yes,No,82,84,1
5863,7.5,1,3,1,79,3.8,Yes,Yes,58,67,0
5864,7.5,0,1,1,75,4.3,No,No,80,82,0
5865,7,1,1,0,70,4.1,No,No,56,62,0
5866,7.8,0,2,2,82,4.8,Yes,Yes,77,68,0
5867,7.4,1,3,2,73,4.1,Yes,Yes,86,78,1
5868,8.1,2,3,2,90,4.7,No,No,67,76,0
5869,7.6,2,2,2,80,4.8,Yes,Yes,75,83,1
5870,7.6,1,2,1,81,4.4,Yes,Yes,75,88,1
5871,7.8,1,3,2,78,4.8,Yes,Yes,78,67,0
5872,8.7,2,3,2,90,4.6,Yes,Yes,81,82,1
5873,7.7,1,2,1,74,4.5,No,No,55,68,0
5874,7.4,1,1,1,70,4.3,No,Yes,72,75,0
5875,7.8,2,1,1,87,4.4,Yes,Yes,82,79,0
5876,6.7,1,3,2,86,4.1,Yes,Yes,86,82,1
5877,6.5,1,2,0,81,4.1,No,No,55,85,0
5878,7.5,1,1,0,71,4.1,No,Yes,66,74,0
5879,7.9,1,2,2,86,4.8,No,Yes,87,84,0
5880,7.4,0,2,2,82,4.8,Yes,Yes,88,66,1
5881,7.5,1,1,0,77,4.1,No,Yes,58,70,0
5882,7.6,1,1,1,80,3.7,No,Yes,61,58,0
5883,6.7,2,2,1,76,3.9,Yes,Yes,55,84,1
5884,7.6,0,1,1,83,3.4,No,Yes,55,64,1
5885,7.7,1,2,3,78,4.4,No,No,71,68,0
5886,8.4,0,1,0,78,4.5,No,Yes,55,66,0
5887,6.8,2,1,0,65,4.6,Yes,Yes,55,63,0
5888,8.2,2,3,2,73,4.3,Yes,Yes,55,70,0
5889,7.5,0,1,0,72,4.5,Yes,Yes,55,70,0
5890,8.4,2,3,2,90,4.7,Yes,Yes,74,84,1
5891,7.7,1,1,0,71,3.9,No,No,65,67,0
5892,6.5,0,2,1,65,4.2,Yes,No,57,62,0
5893,7.9,1,3,2,75,4.6,No,Yes,82,84,1
5894,7.7,0,2,1,75,4.1,Yes,Yes,79,66,1
5895,8.1,0,3,2,77,4.8,No,No,62,81,0
5896,7.6,2,3,2,87,4.3,Yes,Yes,76,82,1
5897,8,1,3,2,78,3.7,No,No,55,71,0
5898,7.6,1,2,1,74,4.7,No,Yes,77,85,0
5899,6.5,1,2,1,69,4.5,No,Yes,61,68,0
5900,6.7,0,1,0,74,4,No,No,60,63,0
5901,7.9,0,2,2,81,4.3,Yes,No,84,61,0
5902,8.5,1,3,0,90,4.8,Yes,Yes,79,88,1
5903,6.5,1,2,1,79,3.1,No,Yes,63,69,1
5904,6.5,1,1,1,66,3.3,No,No,55,60,0
5905,6.7,1,2,1,76,4.6,Yes,Yes,71,68,0
5906,8.6,2,3,2,84,4.6,Yes,Yes,80,85,1
5907,7.4,1,2,0,64,4.7,Yes,Yes,77,65,0
5908,6.5,1,1,2,85,4.3,No,Yes,73,71,0
5909,7.5,1,1,0,75,3.6,No,No,55,62,0
5910,6.5,2,3,0,81,3.5,No,Yes,55,62,0
5911,8.6,1,3,0,89,4.5,Yes,Yes,80,72,1
5912,8.3,1,3,2,90,4.8,Yes,Yes,73,83,1
5913,8.5,1,3,1,72,3.8,No,Yes,55,65,1
5914,7.6,0,3,2,87,4.8,No,Yes,79,62,1
5915,6.5,1,2,2,81,3.6,Yes,Yes,89,80,1
5916,8.4,1,3,0,75,4.4,Yes,Yes,68,86,1
5917,7.6,0,1,1,62,4.1,No,No,55,68,0
5918,8.4,2,3,1,86,4.7,Yes,Yes,90,80,1
5919,7.2,2,3,2,90,4.7,Yes,Yes,83,86,1
5920,7.9,0,1,0,79,4.4,Yes,No,55,85,0
5921,6.6,0,1,0,71,4.3,No,Yes,56,64,0
5922,8.3,0,3,2,79,3.7,Yes,Yes,68,84,1
5923,8.1,2,3,0,81,4.7,Yes,Yes,84,83,1
5924,8.6,2,3,2,90,4.8,Yes,Yes,89,84,1
5925,7.7,1,3,1,82,4.5,Yes,Yes,68,79,0
5926,6.5,1,1,0,77,4.7,No,No,55,83,0
5927,8.6,2,2,1,90,4.6,Yes,Yes,81,80,1
5928,7.8,1,2,0,77,4.4,Yes,Yes,69,80,0
5929,6.5,1,3,2,78,4.2,No,Yes,78,71,0
5930,7.5,0,1,2,78,4.6,No,Yes,68,71,0
5931,8.3,2,2,2,90,4.6,Yes,Yes,80,83,1
5932,8.3,1,3,2,89,4.7,Yes,Yes,70,86,1
5933,8.5,2,3,0,90,4.8,No,Yes,76,80,1
5934,7.6,0,1,1,72,4.4,No,Yes,69,76,0
5935,8.6,1,3,3,84,4.5,Yes,Yes,73,85,1
5936,8.3,2,3,2,90,4.3,Yes,Yes,75,82,0
5937,8.4,1,1,2,69,4.4,No,No,76,65,0
5938,9,2,3,2,90,4.8,Yes,Yes,76,83,1
5939,8.4,0,3,0,90,4.8,Yes,Yes,80,82,1
5940,8.6,2,3,2,90,4.8,Yes,Yes,80,85,0
5941,7.6,1,1,0,79,4.2,Yes,No,57,61,0
5942,7.6,1,1,1,77,4.8,No,Yes,63,68,0
5943,7.5,1,1,1,68,4.5,No,Yes,59,63,0
5944,7.4,1,3,2,80,4.4,Yes,Yes,73,72,1
5945,6.5,0,2,2,82,4.3,Yes,Yes,82,88,0
5946,7.7,1,1,0,72,4.5,No,Yes,72,63,1
5947,7.4,1,1,0,72,4.1,No,Yes,76,74,0
5948,8.3,1,3,2,90,4.7,Yes,Yes,80,85,1
5949,6.7,2,3,0,85,4.4,Yes,Yes,84,83,1
5950,7.4,1,2,3,83,4.7,Yes,Yes,59,81,1
5951,7.8,1,2,2,90,4.5,Yes,Yes,80,64,1
5952,6.5,1,2,0,76,4.5,Yes,Yes,75,82,0
5953,8.4,1,0,0,75,4.7,Yes,Yes,76,76,1
5954,8.2,2,3,2,90,4.8,Yes,Yes,80,88,1
5955,8.2,0,3,2,83,4.7,Yes,Yes,72,86,0
5956,7,1,2,0,77,4.1,No,Yes,66,73,0
5957,7.5,1,2,1,77,4.7,Yes,Yes,86,88,1
5958,8.5,2,3,2,82,4.4,Yes,Yes,76,65,1
5959,8.2,1,3,2,81,4.8,Yes,Yes,75,83,1
5960,8.2,0,3,2,90,4.2,Yes,No,80,84,0
5961,8.3,2,3,2,90,4.3,Yes,Yes,82,80,1
5962,7.7,1,3,2,76,4.4,Yes,Yes,61,83,0
5963,7.5,2,3,1,73,4.3,Yes,Yes,78,86,0
5964,7.4,1,1,0,72,3.6,No,No,55,71,0
5965,7.7,2,3,2,90,4.8,Yes,No,78,81,1
5966,7.4,2,1,0,80,4,Yes,Yes,69,67,0
5967,7.6,1,3,0,78,3.9,Yes,Yes,72,85,0
5968,7.8,1,1,1,83,3.7,No,Yes,64,71,0
5969,7,0,3,0,75,3.9,No,No,56,70,1
5970,8,1,3,1,90,4.4,No,Yes,82,67,0
5971,8.3,0,1,0,90,4.1,No,No,63,66,0
5972,7.4,1,1,0,88,4,No,Yes,56,66,0
5973,7.3,1,2,1,73,4,No,No,56,75,0
5974,7.9,0,3,2,80,4.2,Yes,Yes,79,85,1
5975,8.7,2,3,2,90,4.8,Yes,Yes,74,81,1
5976,6.9,1,1,1,64,4.6,No,No,55,61,0
5977,7.5,1,1,0,88,4.6,No,No,55,60,0
5978,7,1,1,1,73,4.6,No,No,56,62,0
5979,7.9,0,1,0,80,4.8,No,Yes,83,69,0
5980,7.4,1,3,0,70,3.8,No,No,78,86,0
5981,6.5,1,2,1,84,3.8,No,Yes,81,62,0
5982,7.5,1,3,1,84,4.6,No,No,81,62,0
5983,6.8,1,1,0,69,3.9,No,No,62,60,0
5984,7.6,1,2,0,70,4.2,No,No,56,74,0
5985,8.5,2,3,2,90,4.8,Yes,Yes,70,86,1
5986,6.5,1,1,0,68,4,No,Yes,55,69,0
5987,7.4,2,2,0,65,3.9,No,No,55,67,0
5988,6.5,1,2,0,78,4.5,No,No,64,69,0
5989,6.6,2,1,0,74,4.3,No,Yes,56,73,0
5990,8,2,3,2,90,4.7,Yes,Yes,76,84,0
5991,8.4,2,3,3,89,4.6,Yes,Yes,77,85,1
5992,7.5,1,1,0,74,4.7,No,No,55,64,0
5993,7.4,0,1,0,68,4.1,No,Yes,81,73,0
5994,8.2,2,3,2,90,4.8,Yes,No,76,88,1
5995,7.6,1,1,0,74,4.5,No,Yes,70,66,0
5996,8.3,0,2,0,85,4.2,No,No,56,67,0
5997,7.4,1,3,2,76,3.7,Yes,Yes,74,83,0
5998,7.6,1,1,0,77,3.7,No,Yes,55,67,1
5999,8.3,1,3,3,88,4,No,Yes,77,63,1
6000,7.4,2,0,0,69,4.4,Yes,No,63,60,0
6001,8.5,1,3,2,90,4.8,Yes,Yes,82,88,1
6002,8.2,1,3,0,88,4.2,Yes,Yes,66,88,1
6003,6.5,2,3,1,76,4.3,Yes,No,76,77,0
6004,7.1,0,1,0,73,4.1,No,Yes,55,64,0
6005,7.6,0,1,1,65,4.1,No,No,65,63,0
6006,6.6,0,1,0,68,4.8,No,No,55,71,1
6007,7.9,1,1,0,90,4.5,Yes,Yes,73,82,1
6008,6.5,1,1,0,77,4.3,No,No,55,66,0
6009,7.3,0,3,0,72,4.4,No,No,66,71,0
6010,6.5,1,1,0,83,4.6,No,Yes,69,70,0
6011,7.6,1,1,1,63,3.8,No,No,62,60,0
6012,7.2,0,2,0,82,4.8,No,Yes,55,66,0
6013,8.3,2,2,2,87,4.7,Yes,Yes,86,85,1
6014,7.6,1,2,0,70,3.7,Yes,Yes,63,71,1
6015,6.5,1,1,0,89,3.7,No,Yes,55,71,0
6016,8.2,0,3,2,81,4.6,Yes,Yes,77,81,0
6017,8.5,2,3,2,90,4.8,Yes,Yes,77,88,1
6018,7.8,1,3,1,82,4.8,Yes,Yes,76,83,1
6019,7.4,1,1,0,60,4.3,Yes,Yes,61,75,1
6020,7.3,1,2,1,80,4.3,Yes,Yes,55,72,1
6021,7.6,0,3,1,70,4.1,Yes,No,55,63,0
6022,6.5,1,1,0,65,3.6,No,No,55,76,0
6023,8.3,1,1,0,88,4.1,No,No,64,74,0
6024,6.5,0,3,0,66,3.5,No,No,55,67,0
6025,8.5,2,3,0,87,4.6,Yes,Yes,86,85,1
6026,8.2,2,2,2,87,4.8,Yes,Yes,88,85,1
6027,8.3,1,2,2,76,4,Yes,Yes,74,62,0
6028,7.4,2,2,1,82,4.6,Yes,Yes,73,88,0
6029,7.8,0,1,1,90,4.2,Yes,Yes,55,73,1
6030,6.7,1,1,0,74,3.7,No,Yes,55,67,0
6031,8.1,2,2,1,79,4.5,Yes,Yes,72,81,0
6032,6.5,1,2,0,77,4,No,No,65,74,0
6033,8.3,2,2,2,73,3.9,Yes,Yes,86,71,0
6034,6.5,1,3,2,87,4.7,Yes,Yes,77,70,1
6035,7.7,0,1,1,67,3.4,No,No,65,64,0
6036,6.5,0,3,1,82,4.6,No,No,57,66,0
6037,7.3,1,1,0,80,3.6,Yes,Yes,78,80,1
6038,7.9,2,3,2,88,4.6,Yes,Yes,69,81,1
6039,7.5,1,2,2,68,4,Yes,Yes,69,68,1
6040,7.4,1,1,1,69,3.9,No,No,55,66,0
6041,7.7,0,1,0,81,3.8,Yes,Yes,82,64,0
6042,7.4,2,3,2,80,4.8,Yes,Yes,70,67,0
6043,7.7,1,2,0,75,4.4,No,No,60,73,0
6044,7.5,1,1,1,74,4.5,Yes,Yes,62,78,0
6045,6.5,1,1,0,73,4.1,No,Yes,55,66,0
6046,8.2,2,3,2,90,4.8,Yes,Yes,77,82,1
6047,7.4,1,1,3,70,4.5,No,Yes,55,65,0
6048,8.5,2,3,2,90,4.8,Yes,Yes,75,88,1
6049,7.5,1,1,1,81,4,No,Yes,75,61,0
6050,7.9,2,2,0,77,4.4,No,Yes,68,68,1
6051,7.9,1,2,2,83,4.8,Yes,Yes,77,85,1
6052,8.2,2,3,2,88,4.5,Yes,No,79,84,1
6053,6.5,1,1,0,82,4.6,Yes,Yes,67,71,0
6054,6.5,1,1,1,72,3.8,No,Yes,55,66,0
6055,8,0,1,2,89,4.7,Yes,Yes,72,84,1
6056,7.5,0,2,0,80,3.8,Yes,Yes,77,69,0
6057,7.6,1,2,1,83,4.8,Yes,Yes,55,62,0
6058,8.3,2,2,1,87,4.5,Yes,Yes,82,80,0
6059,6.5,1,1,1,66,3.8,Yes,Yes,62,75,0
6060,8.2,1,2,0,88,4.8,Yes,Yes,71,69,1
6061,7.6,1,1,3,76,3.8,No,Yes,59,60,0
6062,7.7,1,2,0,81,4.8,No,No,55,66,0
6063,8.3,1,3,2,87,4.7,Yes,Yes,77,81,1
6064,7.1,1,3,1,74,4.3,No,Yes,72,81,1
6065,7.4,1,2,1,90,4.4,Yes,Yes,81,86,0
6066,6.6,1,1,0,74,3.8,No,Yes,64,76,1
6067,8.7,2,3,2,90,4.8,Yes,Yes,78,85,1
6068,7.4,0,2,2,80,4.8,No,Yes,61,88,1
6069,8.6,2,3,2,89,4.7,Yes,Yes,69,79,1
6070,7.7,2,3,2,82,4.8,Yes,Yes,80,87,0
6071,6.9,1,2,0,69,4,No,Yes,55,58,0
6072,7.7,2,2,0,80,3.8,Yes,Yes,62,72,0
6073,8.1,0,3,2,90,4.8,Yes,Yes,78,86,1
6074,7.4,1,2,1,71,4.7,No,Yes,69,73,0
6075,7.5,1,1,1,76,4,No,Yes,55,70,0
6076,7.7,1,2,1,72,4.5,No,Yes,55,65,0
6077,8.2,2,2,0,74,4.1,No,No,60,74,0
6078,8.4,1,3,0,86,3.6,Yes,Yes,76,87,1
6079,8,2,3,2,89,4.5,Yes,Yes,76,87,1
6080,8,1,3,2,90,4.8,Yes,Yes,79,84,1
6081,7.3,1,1,2,71,4,No,Yes,55,69,0
6082,7.7,1,3,1,83,4.8,Yes,Yes,73,68,1
6083,8.7,2,3,2,90,4.8,Yes,Yes,80,84,1
6084,8.7,0,3,2,90,4.8,Yes,Yes,71,83,1
6085,8.3,1,2,0,73,4.8,Yes,Yes,74,86,0
6086,8.2,1,3,2,73,4.5,Yes,Yes,82,64,1
6087,8.4,2,3,2,90,4.7,Yes,Yes,75,82,1
6088,7.7,1,1,2,70,3.9,Yes,No,72,65,0
6089,8.5,0,1,0,71,4,Yes,No,73,69,0
6090,8.1,1,2,2,90,4,No,Yes,74,86,0
6091,8.8,2,3,2,90,4.8,Yes,Yes,83,86,1
6092,8.1,1,3,0,74,4,Yes,Yes,62,83,1
6093,8.1,1,2,0,89,4.7,Yes,Yes,75,85,1
6094,7.5,1,1,3,78,4.5,No,No,69,73,0
6095,7.2,1,2,0,60,4.6,No,No,58,63,0
6096,6.5,2,3,2,80,4.8,Yes,Yes,78,82,0
6097,7.6,1,1,2,69,3.9,No,Yes,63,69,0
6098,7.5,0,1,1,83,4,No,Yes,56,67,0
6099,8.3,2,2,0,90,4.8,Yes,Yes,80,72,1
6100,7.2,2,2,2,87,4.7,Yes,Yes,65,87,1
6101,7.7,1,3,2,90,4.4,No,Yes,87,84,1
6102,7.9,1,3,2,90,4.5,Yes,Yes,87,85,1
6103,8.5,2,3,2,90,4.6,Yes,Yes,81,88,1
6104,8,1,1,0,90,4.5,Yes,Yes,69,74,1
6105,8,2,3,0,90,4.8,Yes,Yes,80,69,1
6106,8.2,1,1,0,69,4.5,No,Yes,55,70,0
6107,7.5,1,1,0,76,4,Yes,No,55,67,0
6108,6.5,1,1,1,68,4.4,Yes,No,60,60,0
6109,8.4,1,2,1,79,3.8,Yes,Yes,76,82,1
6110,7.4,0,1,0,79,3.8,No,No,55,67,0
6111,7,2,1,1,88,4.8,Yes,Yes,75,81,1
6112,8.3,1,3,2,77,4,No,Yes,76,82,0
6113,7.7,0,1,1,64,3.9,No,Yes,55,63,0
6114,8.1,2,2,2,87,4.8,Yes,Yes,75,85,1
6115,7.3,1,2,1,86,4.3,No,Yes,68,64,0
6116,8.5,1,3,1,90,4.8,Yes,Yes,80,67,0
6117,8.3,2,3,2,85,4.7,Yes,No,80,85,1
6118,8.5,2,3,2,90,4.8,Yes,Yes,81,82,1
6119,7.7,0,2,0,79,4,No,No,58,72,0
6120,7.6,1,2,1,61,3.2,No,No,61,57,0
6121,7.8,0,3,0,89,4.8,Yes,Yes,83,79,1
6122,8.4,0,3,0,83,4,Yes,No,77,66,0
6123,8.2,2,3,2,90,4.8,Yes,Yes,68,86,1
6124,8.5,2,3,2,90,4.8,Yes,Yes,81,88,1
6125,8,1,1,2,87,4.1,Yes,Yes,74,68,1
6126,6.5,1,1,1,73,4,Yes,No,55,62,0
6127,7.3,1,3,0,80,4.2,No,No,67,64,0
6128,8.4,2,3,2,90,4.6,Yes,Yes,74,88,1
6129,8.5,2,3,2,90,4.5,Yes,Yes,85,88,1
6130,8.3,1,3,1,87,4.5,Yes,No,70,82,0
6131,7.4,0,2,1,71,4.7,No,Yes,79,67,0
6132,8.3,1,3,2,90,4.5,Yes,Yes,76,81,1
6133,7.5,1,2,0,76,4,No,Yes,59,62,1
